1000.0, 4.4, 5.0, 5.0, 2.3, 4.5, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0
4.4, 1000.0, 3.0, 1000.0, 1000.0, 5.7, 6.2, 4.9, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0
5.0, 3.0, 1000.0, 8.3, 1000.0, 1000.0, 1000.0, 1000.0, 7.6, 7.0, 1000.0, 1000.0, 6.4, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0
5.0, 1000.0, 8.3, 1000.0, 5.5, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 4.4, 4.7, 1000.0, 4.2, 1000.0, 1000.0, 1000.0, 8.4, 1000.0, 1000.0, 1000.0
2.3, 1000.0, 1000.0, 5.5, 1000.0, 3.1, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 4.6, 4.7, 5.1, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0
4.5, 5.7, 1000.0, 1000.0, 3.1, 1000.0, 2.4, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 3.3, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0
1000.0, 6.2, 1000.0, 1000.0, 1000.0, 2.4, 1000.0, 5.2, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 4.3, 1000.0, 1000.0, 9.8, 6.1, 7.8
1000.0, 4.9, 1000.0, 1000.0, 1000.0, 1000.0, 5.2, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 8.3
1000.0, 1000.0, 7.6, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 5.4, 6.5, 1000.0, 8.4, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0
1000.0, 1000.0, 7.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 5.4, 1000.0, 11.3, 5.9, 3.4, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0
1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 6.5, 11.3, 1000.0, 13.1, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0
1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 5.9, 13.1, 1000.0, 5.4, 1000.0, 7.6, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0
1000.0, 1000.0, 6.4, 4.4, 1000.0, 1000.0, 1000.0, 1000.0, 8.4, 3.4, 1000.0, 5.4, 1000.0, 7.3, 9.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0
1000.0, 1000.0, 1000.0, 4.7, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 7.3, 1000.0, 3.3, 1000.0, 1000.0, 1000.0, 7.6, 4.1, 1000.0, 1000.0, 1000.0
1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 7.6, 9.0, 3.3, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 5.9, 1000.0, 1000.0, 1000.0
1000.0, 1000.0, 1000.0, 4.2, 4.6, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 3.9, 1000.0, 3.6, 7.0, 1000.0, 1000.0, 1000.0
1000.0, 1000.0, 1000.0, 1000.0, 4.7, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 3.9, 1000.0, 5.5, 2.8, 1000.0, 10.1, 1000.0, 1000.0
1000.0, 1000.0, 1000.0, 1000.0, 5.1, 3.3, 4.3, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 5.5, 1000.0, 1000.0, 1000.0, 6.3, 1000.0, 1000.0
1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 7.6, 1000.0, 3.6, 2.8, 1000.0, 1000.0, 7.8, 1000.0, 1000.0, 1000.0
1000.0, 1000.0, 1000.0, 8.4, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 4.1, 5.9, 7.0, 1000.0, 1000.0, 7.8, 1000.0, 1000.0, 1000.0, 1000.0
1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 9.8, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 10.1, 6.3, 1000.0, 1000.0, 1000.0, 6.6, 1000.0
1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 6.1, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 6.6, 1000.0, 5.5
1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 7.8, 8.3, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 5.5, 1000.0
